created-at,username,text,extr-places,extr-latlon
2017-07-24 23:52:14,DevLadpura,"RT @DevLadpura: Heavy rain causes flood-like situation in Rajasthan, schools closed in 2 districts | india-news | Hindustan Times https://t…",RT| Rajasthan| Hindustan Times,"[27.0238036, 74.21793260000001][30.906587, 75.840648]"
2017-07-24 23:50:07,Harlow43468759,RT @_ighv: 1000s of years back Hindu sages have predicted that in 2014 Bhagawati Durga would arrive on a boat which signifies flood! #Panch…,#,
2017-07-24 23:43:49,nativejeweler1,RT @Edwardbani: Please Pray for our country. Flood is going on for a long time. https://t.co/M3ItGAbhwi,RT| Flood,"[37.2923509, -78.73277999999999]"
2017-07-24 23:40:40,shahritesh07,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 23:34:24,NewsAssam,Flood Situation in Assam Improves - NorthEast Today https://t.co/VPRkpAzibc #Assam,Flood Situation| Assam Improves| NorthEast,"[][][42.0492205, -97.3957793]"
2017-07-24 23:32:53,rahuljjp,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 23:27:21,mit_chokshi,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 23:21:19,besttopicin,Raw: Chopper Lifts Flood Stranded Hikers To Safety https://t.co/jLyX26MM1q,Chopper Lifts Flood| Hikers To Safety,[][]
2017-07-24 23:17:01,XTOLZ,RT @Edwardbani: Please Pray for our country. Flood is going on for a long time. https://t.co/M3ItGAbhwi,RT| Flood,"[37.2923509, -78.73277999999999]"
2017-07-24 23:14:19,FazleAzim2,Raw: Chopper Lifts Flood Stranded Hikers To Safety https://t.co/okJjb6rHCc,Chopper Lifts Flood| Hikers To Safety,[][]
2017-07-24 23:05:46,freak9411,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 23:03:19,unadkat_vrajesh,"RT @pradipsinhbjp: CM @vijayrupanibjp ji is taking every step to help the people, From last 24 hours he is working tirelessly to review the…",RT,
2017-07-24 22:57:20,msnindia,Heavy rains flood several states https://t.co/Uhd62LQXoY https://t.co/EcBohGxVrf,Heavy,"[13.6950966, 100.6477906]"
2017-07-24 22:53:38,itzsamya,"RT @SUNDARmyth: #Secular India*#Brand West Bengal*
""No flood situation in Bengal as yet."" - Mamata B
She leaves for Delhi.Flood water enter…",RT| Brand West| Bengal| Mamata,"[32.9235343, -103.2380523][22.9867569, 87.8549755][]"
2017-07-24 22:46:10,Fumanlebra1,RT @NEPABUZZ1: Flood Advisory for Clinton/Lycoming Counties because of this storm https://t.co/QN82O9a099 #NEPA #NEPABuzz,RT| NEPABuzz,[]
2017-07-24 22:41:23,hashahmedabad,Flood waters channeled into Sabarmati - Times of India https://t.co/WX3RDDkKIw #Ahmedabad #News,Flood| Sabarmati| India,"[37.2923509, -78.73277999999999][23.0883827, 72.58648389999999][20.593684, 78.96288]"
2017-07-24 22:33:19,shahritesh07,RT @gopimaniar: CM @vijayrupanibjp reach Palanpur to review flood situation of Banaskantha https://t.co/Ldke5xCqTH,RT| Palanpur| Banaskantha,"[24.174051, 72.43309889999999][24.3454739, 71.7622481]"
2017-07-24 22:17:01,mdhaba1,"RT @CNNnews18: A flood alert has been issued by state government.
https://t.co/cDWaus4OVz",RT,
2017-07-24 22:08:34,Pankaj16182,RT @vijayrupanibjp: Visited State Control Room at Gandhinagar &amp; reviewed the flood situation. Satisfied with the overall preparedness of th…,RT| Gandhinagar,"[23.2156354, 72.63694149999999]"
2017-07-24 22:08:08,Pankaj16182,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 22:06:31,mdhaba1,RT @CMOGuj: Guj CM announces the postponement of Narmada Mahotsav &amp; Ahmedabad Heritage Mahotsav owing to heavy rains &amp; flood-like situation…,RT| Narmada Mahotsav| Ahmedabad Heritage Mahotsav,"[21.7157705, 73.0199087][23.0214604, 72.5857322]"
2017-07-24 22:03:47,guwahaticity,Flood damage: Central team arriving today https://t.co/g9adGLq3rK,Flood,"[37.2923509, -78.73277999999999]"
2017-07-24 22:03:36,Pankaj16182,"RT @scoopwhoopnews: Parts of Gujarat in flood-like situation, 3 people have already died. All you need to know #GujaratFloods https://t.co/…",RT| Gujarat| GujaratFloods,"[22.258652, 71.1923805][22.965237, 72.625633]"
2017-07-24 22:03:02,Silchar_Com,Flood damage: Central team arriving today https://t.co/vTYsjfFWlb #silchar #news,Flood,"[37.2923509, -78.73277999999999]"
2017-07-24 22:02:46,mdhaba1,"RT @CNNnews18: The total number of deaths in flood-related cases this year stands at 76

https://t.co/Yq1tk92tUJ",RT,
2017-07-24 22:01:24,hashahmedabad,Flood fury hits Gujarat: 25000 people evacuated - Times of India https://t.co/NBlQLCHpxQ #Ahmedabad #News,Flood| India,NA
2017-07-24 21:55:35,harshparmar89,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 21:49:05,d33p_crj,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 21:46:46,Pankaj16182,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 21:46:17,indianews_web,Patnaik orders evacuation as flood fear looms large in Odisha https://t.co/KhZAStc1zy #IndiaNews,Patnaik| Odisha,"[40.2096192, -74.6911995][20.9516658, 85.0985236]"
2017-07-24 21:37:54,NeelPMehta2,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 21:37:12,AnchorsRC,RT @rajdeep337: A S Bhattacharya (Director &amp; Member Secretary - IBPS): Appeal to Postpone the IBPS Clerk V Exam in Ch... https://t.co/icVw7…,#,
2017-07-24 21:36:18,indianews_web,"Flood Wrecks Rajasthan, Killing 2, Gujarat Declares High Alert https://t.co/2IiT5f6xJa #IndiaNews",Flood Wrecks Rajasthan| Gujarat Declares High Alert,[][]
2017-07-24 21:33:57,parentnashik,"Top story: Selfie crazy people pose against flood in Nashik | Mumbai NYOOOZ https://t.co/vc9nlDC5xd, see more https://t.co/39Q7wStrv7",Nashik,"[19.9974533, 73.78980229999999]"
2017-07-24 21:30:23,muntaziraapka,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 21:25:42,ParthPa07241800,RT @vijayrupanibjp: Visited State Control Room at Gandhinagar &amp; reviewed the flood situation. Satisfied with the overall preparedness of th…,RT| Gandhinagar,"[23.2156354, 72.63694149999999]"
2017-07-24 21:25:24,ParthPa07241800,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 21:25:19,ParthPa07241800,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 21:21:09,ankitagautamiyc,"RT @rachitseth: Fasal Bima Yojana to Railway Food,From Shortage of Ammunition to 60% Cut in Assam Flood Relief, CAG flays Modi Govt https:/…",RT| Railway Food| From Shortage| Assam Flood Relief| CAG| Modi Govt,NA
2017-07-24 21:19:38,bhardwaj_dpyc,"RT @rachitseth: Fasal Bima Yojana to Railway Food,From Shortage of Ammunition to 60% Cut in Assam Flood Relief, CAG flays Modi Govt https:/…",RT| Railway Food| From Shortage| Assam Flood Relief| CAG| Modi Govt,"[50.482796, -3.768780999999999][][50.482796, -3.768780999999999][][][39.0560743, -94.5859009][28.528857, 77.28996099999999]"
2017-07-24 21:18:38,azhar2ajju,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,"[25.1256823, 72.1416132]"
2017-07-24 21:04:52,debopomsanyal,#US #UnitedStates #USNews #Weather #Tarrant #County in #Texas is witnessing dangerous Water… https://t.co/q25TK1ZbEO https://t.co/VTqZNZef9T,US| UnitedStates| USNews| Texas,"[37.09024, -95.712891][37.09024, -95.712891][38.90350919999999, -77.0604224][31.9685988, -99.9018131]"
2017-07-24 21:04:50,suchetanaKghosh,#US #UnitedStates #USNews #Weather #Tarrant #County in #Texas is witnessing dangerous Water… https://t.co/ouQ5ZT8xLa https://t.co/fa8EBF448B,US| UnitedStates| USNews| Texas,"[37.09024, -95.712891][37.09024, -95.712891][38.90350919999999, -77.0604224][31.9685988, -99.9018131]"
2017-07-24 21:03:57,sheth_vaibhav6,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 21:02:38,AnshuShailesh2,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 20:59:41,Tanim0104,RT @ashokgehlot51: #Flood situation in several places of #Gujarat continue to remain grim. People are stuck amidst swelling water levels. #…,#,
2017-07-24 20:59:31,NewsAssam,Inter ministerial central team takes stock of Assam flood situation - indiablooms https://t.co/K7CdAvRDPE #Assam,Assam,"[26.2006043, 92.9375739]"
2017-07-24 20:45:55,drdipakpateljgd,RT @CMO_Gujarat: Hon. CM Gujarat @vijayrupanibjp himself reviews the flood situation of Banaskantha District along with Min. @BhupendraSinh…,#,
2017-07-24 20:45:09,drdipakpateljgd,RT @gopimaniar: CM @vijayrupanibjp reach Palanpur to review flood situation of Banaskantha https://t.co/Ldke5xCqTH,RT| Palanpur| Banaskantha,NA
2017-07-24 20:44:52,ravi_shivhare89,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 20:44:07,MdMuslimKhan2,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 20:43:45,drdipakpateljgd,RT @gopimaniar: Minister @ChaudhryShankar review flood situation at #Banaskantha https://t.co/2vAR6seSPx,RT,
2017-07-24 20:42:58,SUNDARmyth,"#Secular India*#Brand West Bengal*
""No flood situation in Bengal as yet."" - Mamata B
She leaves for Delhi.Flood wat… https://t.co/AmfDn5QbAo",Brand West| Bengal| Mamata,"[32.9235343, -103.2380523][22.9867569, 87.8549755][]"
2017-07-24 20:40:06,sayvari,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 20:38:56,BrittaSteiger,"RT @purnachaitanya: To support @ArtofLiving flood relief work in Assam (Lakhimpur, etc) contact: Purabi Deka (7002020540) or donate: https:…",RT| Assam| Lakhimpur| Purabi Deka,"[26.2006043, 92.9375739][27.9490794, 80.7824012][]"
2017-07-24 20:38:44,will4880,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 20:36:44,RushikeshPatel5,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,NA
2017-07-24 20:36:04,armallian89,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 20:35:33,SiddiesRai,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,NA
2017-07-24 20:35:09,vmoorthynow,"RT @IGSSS: Solar lanterns distributed to  #flood hit of villages in Lakhimpur, #Assam with no electricity connection, by @SELCOFoundation
#…",RT| Lakhimpur,"[27.9490794, 80.7824012]"
2017-07-24 20:32:37,revenuegujarat,"RT @ndmaindia: #Floods:Listen to radio, watch TV or read newspapers for weather updates and flood warnings. #Assam #Manipur #Mizoram #Megha…",RT,
2017-07-24 20:29:59,tanmaynagpal,RT @narendramodi: We began today’s Pragati meeting with an in-depth review of the flood situation in the Northeast. https://t.co/HrbfQtChei,RT| Northeast,"[42.0492205, -97.3957793]"
2017-07-24 20:29:33,neelang_dave,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 20:28:41,n2r3ndr2,RT @ANI_news: Gujarat: 17 trains cancelled from 24 July to 28 July due to flood in Rajkot's Maliya Miyana region.,RT| Rajkot| Maliya Miyana,"[22.3038945, 70.80215989999999][]"
2017-07-24 20:28:39,neelang_dave,"RT @nanditathhakur: Food packets being prepared by devotees of Santram Mandir, Nadiad for flood affected people of Banaskantha district. ht…",#,
2017-07-24 20:28:16,Amankum07670639,RT @ashokgehlot51: Immediate steps should be taken to save as many lives as possible n provide relief to people stuck in flood waters..#Guj…,RT,
2017-07-24 20:28:13,Amankum07670639,RT @ashokgehlot51: #Flood situation in several places of #Gujarat continue to remain grim. People are stuck amidst swelling water levels. #…,#,
2017-07-24 20:26:35,ravi_gupta10119,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 20:26:31,burkhabutt,RT @PathanAsmakhan: Once when @narendramodi Ji was CM there was similar flood in Gujarat. He returned from Australia and went (cont) https:…,RT| Gujarat| Australia,"[22.258652, 71.1923805][-25.274398, 133.775136]"
2017-07-24 20:25:06,ntsocool1,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 20:24:03,Luck_man_patat,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 20:19:47,munya086,"RT @timesofindia: Flood fury hits Gujarat: 25,000 people evacuated https://t.co/8MFhpPC2WK via @TOIAhmedabad https://t.co/FZ2eRhrJ6i",RT| TOIAhmedabad,"[23.0096429, 72.5255371]"
2017-07-24 20:14:59,gutulu06,RT @TimesNow: Odisha: ODRAF team rushed to two districts to tackle flood-threat. Read the full story here: https://t.co/7slOZR4aAU,RT| ODRAF,"[20.3092246, 85.8241922]"
2017-07-24 20:14:20,NewsAssam,Flood situation in Assam improves - The Arunachal Times https://t.co/4PPafLB8lG #Assam,Flood| Assam| Arunachal Times,"[37.2923509, -78.73277999999999][26.2006043, 92.9375739][27.0912432, 93.61563919999999]"
2017-07-24 20:14:15,sanuraza3,RT @ashokgehlot51: Immediate steps should be taken to save as many lives as possible n provide relief to people stuck in flood waters..#Guj…,RT,
2017-07-24 20:14:06,sanuraza3,RT @ashokgehlot51: #Flood situation in several places of #Gujarat continue to remain grim. People are stuck amidst swelling water levels. #…,#,
2017-07-24 20:09:28,AtalkumarEr,@sardesairajdeep Flood hits half of the country but you remember only Gujrat 🤔🤔😛😛 might be obsession of Gujrat 😂😂,Gujrat| Gujrat,"[22.258652, 71.1923805][22.258652, 71.1923805]"
2017-07-24 20:07:40,thereztlessmind,Patnaik orders evacuation as flood fear looms large in Odisha https://t.co/cfjIbT9ST6 https://t.co/Jv4Ov7Zgfb,Patnaik| Odisha,"[40.2096192, -74.6911995][20.9516658, 85.0985236]"
2017-07-24 20:05:23,RaiSahab20,RT @DeshGujarat: Helicopter with relief material for worst affected Dhanera returned after take off  https://t.co/PvYxPSqToQ https://t.co/K…,RT| Dhanera,"[24.5063838, 72.0258406]"
2017-07-24 20:05:14,Arvinda1312,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 20:03:23,tosompatel,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[][40.2787639, -96.7472875]"
2017-07-24 20:02:15,bharathiseo88,"Job Offers Flood In for Girl, 5, Fined for Lemonade Stand https://t.co/pglKFYHqPo",Job Offers Flood| Girl| Lemonade Stand,"[][33.8218609, -118.2897833][40.0124652, -75.2137202]"
2017-07-24 20:01:26,Abhishekrawat2,Patnaik orders evacuation as flood fear looms large in Odisha - Times of India https://t.co/oSmYnO67pr via @timesofindia,Patnaik| Odisha| India,"[40.2096192, -74.6911995][20.9516658, 85.0985236][20.593684, 78.96288]"
2017-07-24 20:00:21,salaamhyd11,"RT @IndianExpress: #INPICS Flood fury in parts of Gujarat as heavy rainfall continues
https://t.co/jh1jp4gqlE",RT| INPICS Flood| Gujarat,"[][22.258652, 71.1923805]"
2017-07-24 19:59:33,Abhishekrawat2,"Flood fury hits Gujarat: 25,000 people evacuated - Times of India https://t.co/7pxlSrS8PZ via @timesofindia",Flood| India,"[37.2923509, -78.73277999999999][20.593684, 78.96288]"
2017-07-24 19:58:42,salaamhyd11,"RT @ZeeNews: Parts of Gujarat, Rajasthan face flood fury, thousands marooned
https://t.co/i7pNktzjq0",RT| Gujarat| Rajasthan,NA
2017-07-24 19:55:42,ChintanRlakhani,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[22.258652, 71.1923805][16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 19:54:15,bksachania,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 19:53:37,Ashokanews1,"IAF rescues pregnant woman, newborn twins with mother from flood-affected village https://t.co/TathyNXnIn",IAF,"[41.873458, -87.6288916]"
2017-07-24 19:50:11,AnkitTh352,"RT @praful_patel: My prayers &amp; thoughts with people in flood hit areas in India, especially some cities in Gujarat &amp; Rajasthan. 
Stay safe!…",RT| India| Gujarat| Stay,"[20.593684, 78.96288][22.258652, 71.1923805][41.9568817, -87.6935008]"
2017-07-24 19:49:31,praful_patel,"My prayers &amp; thoughts with people in flood hit areas in India, especially some cities in Gujarat &amp; Rajasthan. 
Stay safe! 
#GujaratFloods",India| Gujarat| Stay,"[20.593684, 78.96288][22.258652, 71.1923805][41.9568817, -87.6935008]"
2017-07-24 19:47:45,nashik_feed,Nashik Updates @nashik_feed RT @hashnashik: Selfie crazy people pose against flood in Nashik - NYOOOZ https://t.co/M0wGkkIwKy #Nashik,Nashik Updates| RT| Nashik| NYOOOZ,"[19.9017479, 73.827527][22.844157, 113.252808][19.9974533, 73.78980229999999][28.5807532, 77.31834409999999]"
2017-07-24 19:47:08,offerdealcoupon,45% Off on Oreva orfld 50-Watt LED Flood Light (White) https://t.co/ccZ0hXajxs #Offers #Coupons #homekitchen,White,[]
2017-07-24 19:47:05,TimesArunachal,"Flood situation in Assam improves 
Guwahati, Jul 24 (PTI) The overall flood situation in Assam improved considerably today with rivers B...",Flood| Assam| Guwahati| PTI| Assam,"[37.2923509, -78.73277999999999][26.2006043, 92.9375739][26.1445169, 91.7362365][36.1043671, -79.9351805][26.2006043, 92.9375739]"
2017-07-24 19:44:51,indian24news,"Flood-like situation in Rajasthan, two washed away https://t.co/TcHBImiJmJ #news #India https://t.co/9Jq1HMEIdN",Rajasthan,"[27.0238036, 74.21793260000001]"
2017-07-24 19:43:32,India_with_RG,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 19:42:02,KSaifi,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 19:40:34,India_with_RG,"RT @rachitseth: Fasal Bima Yojana to Railway Food,From Shortage of Ammunition to 60% Cut in Assam Flood Relief, CAG flays Modi Govt https:/…",RT| Railway Food| From Shortage| Assam Flood Relief| CAG| Modi Govt,"[][][][39.0560743, -94.5859009][]"
2017-07-24 19:38:29,kamlesh_paryani,RT @rcfalduofficial: Hon.CM @vijayrupanibjp Minister @BhupendraSinh1 and Mos @ChaudhryShankar worked for save people in flood affected area…,RT| Mos,"[44.629167, -124.055059]"
2017-07-24 19:37:35,PradhyumanPate2,RT @vijayrupanibjp: Visited State Control Room at Gandhinagar &amp; reviewed the flood situation. Satisfied with the overall preparedness of th…,RT| Gandhinagar,"[23.2156354, 72.63694149999999]"
2017-07-24 19:36:55,peestuck,@NawazSariif @BJP4India @AmitShah @narendramodi Even govt is releasing funds and food for flood affected areas with… https://t.co/zCO2jhMDvL,NawazSariif,"[33.6486086, 73.0770513]"
2017-07-24 19:35:59,DrRutvijPatelFC,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,NA
2017-07-24 19:35:46,DrRutvijPatelFC,RT @ndmaindia: #Floods:Don't eat food that has come into contact with flood water. #Assam #Manipur #Tripura https://t.co/SpUgFnITPZ,RT,
2017-07-24 19:35:38,DrRutvijPatelFC,"RT @ndmaindia: #Floods:Listen to radio, watch TV or read newspapers for weather updates and flood warnings. #Assam #Manipur #Mizoram #Megha…",RT,
2017-07-24 19:35:11,kamlesh_paryani,RT @vijayrupanibjp: Visited State Control Room at Gandhinagar &amp; reviewed the flood situation. Satisfied with the overall preparedness of th…,RT| Gandhinagar,"[23.2156354, 72.63694149999999]"
2017-07-24 19:34:59,PuneriMangoMan,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 19:33:39,iamvikramkr,RT @pradipsinhbjp: From Aerial Survey to high level meeting with Admin. He is undertaking every minute stock of Flood Situation of Gujarat.…,RT| Aerial Survey| Admin| Flood Situation,"[][33.6087507, -112.0322205][]"
2017-07-24 19:33:23,iamvikramkr,"RT @vijayrupanibjp: At Deesa, to personally review the flood control measures in Banaskantha district. https://t.co/gZwEZHYv4H",RT| Deesa| Banaskantha,"[24.2585031, 72.1906721][24.3454739, 71.7622481]"
2017-07-24 19:33:21,iamvikramkr,RT @CMO_Gujarat: Hon. CM Gujarat @vijayrupanibjp himself reviews the flood situation of Banaskantha District along with Min. @BhupendraSinh…,#,
2017-07-24 19:33:18,PradhyumanPate2,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 19:32:15,stonedwashed,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 19:32:12,FurkanMoiz69,RT @TimesNow: Odisha: ODRAF team rushed to two districts to tackle flood-threat. Read the full story here: https://t.co/7slOZR4aAU,RT| ODRAF,"[20.3092246, 85.8241922]"
2017-07-24 19:32:11,rohitkrbarik,#Flood situation arises in #keonjhar dist. Can't denied a diarrhoea situation. Are we ready? Please look into this. @CMO_Odisha @PMOIndia,CMO_Odisha,"[20.270601, 85.830608]"
2017-07-24 19:32:03,bsandeep1,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 19:31:33,mansishah1611,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 19:30:57,avrtzayn,NOBODY HAS TO DIE OKAY?? I COULD FLOOD THE WHOLE FUCKING THEATRE https://t.co/Od3TylJ8Q7,NOBODY| TO DIE| THE| WHOLE,"[-23.8992281, 29.6745423][][40.7537454, -73.9859093][34.0458979, -118.2575269]"
2017-07-24 19:28:27,kamlesh_paryani,RT @vijayrupanibjp: Conducted an aerial survey of the flood affected areas of Surendranagar district &amp; instructed officials to do needful.…,RT| Surendranagar,"[22.7201319, 71.649536]"
2017-07-24 19:28:16,sachinaiesec,RT @TimesNow: Odisha: ODRAF team rushed to two districts to tackle flood-threat. Read the full story here: https://t.co/7slOZR4aAU,RT| ODRAF,"[20.3092246, 85.8241922]"
2017-07-24 19:27:43,iamvikramkr,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 19:27:20,kamlesh_paryani,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
2017-07-24 19:26:33,tptatarao,RT @sardesairajdeep: Thoughts and prayers tonight will friends and citizens in flood hit Gujarat. God bless you all! Hope help reaches all…,RT| God| Hope,[][]
2017-07-24 19:26:32,PrayPate_l99,RT @vijayrupanibjp: Visited State Control Room at Gandhinagar &amp; reviewed the flood situation. Satisfied with the overall preparedness of th…,RT| Gandhinagar,"[23.2156354, 72.63694149999999]"
2017-07-24 19:26:32,hashnashik,Selfie crazy people pose against flood in Nashik - NYOOOZ https://t.co/KOwGA4g3LJ #Nashik,Selfie| Nashik| NYOOOZ,"[55.757858, 37.58259899999999][19.9974533, 73.78980229999999][28.5807532, 77.31834409999999]"
2017-07-24 19:25:33,PrayPate_l99,"RT @pradipsinhbjp: CM @vijayrupanibjp ji is taking every step to help the people, From last 24 hours he is working tirelessly to review the…",RT,
2017-07-24 19:25:27,Navinch18543835,RT @vijayrupanibjp: Govt is doing its best to rescue those hit by flood. 12 teams of NDRF &amp; one Column of Army have been deployed in Banask…,RT| NDRF| Army,"[16.3792902, 80.53139279999999][40.2787639, -96.7472875]"
